Provincia,Departamento,Cant_Expo_Mujeres,Cant_EE,Población
CHACO,GENERAL BELGRANO,4.0,119,7615.0
CHACO,GENERAL BELGRANO,4.0,119,20674.0
CHACO,GENERAL BELGRANO,4.0,119,12807.0
LA RIOJA,GENERAL BELGRANO,0.0,119,20674.0
LA RIOJA,GENERAL BELGRANO,0.0,119,12807.0
LA RIOJA,GENERAL BELGRANO,0.0,119,7615.0
BUENOS AIRES,TRES ARROYOS,83.0,118,61889.0
ENTRE RIOS,FEDERAL,4.0,118,29436.0
CABA,COMUNA 2,899.0,113,160609.0
BUENOS AIRES,LINCOLN,32.0,113,45191.0
BUENOS AIRES,CORONEL PRINGLES,13.0,112,16044.0
BUENOS AIRES,CORONEL PRINGLES,13.0,112,24110.0
SAN LUIS,CORONEL PRINGLES,11.0,112,16044.0
SAN LUIS,CORONEL PRINGLES,11.0,112,24110.0
SANTIAGO DEL ESTERO,COPO,1.0,112,35653.0
SANTIAGO DEL ESTERO,FIGUEROA,0.0,109,20246.0
BUENOS AIRES,CAÑUELAS,69.0,108,70542.0
CORRIENTES,ESQUINA,9.0,107,39168.0
BUENOS AIRES,BERISSO,20.0,105,100685.0
BUENOS AIRES,BALCARCE,79.0,103,48516.0
SAN JUAN,CHIMBAS,61.0,103,103772.0
SALTA,ANTA,32.0,102,69442.0
JUJUY,EL CARMEN,36.0,101,122259.0
SANTIAGO DEL ESTERO,CHOYA,1.0,101,43692.0
TUCUMAN,CHICLIGASTA,19.0,100,92308.0
CHACO,QUITILIPI,1.0,100,32430.0
CHUBUT,BIEDMA,136.0,97,102806.0
BUENOS AIRES,PATAGONES,29.0,97,37499.0
SANTIAGO DEL ESTERO,ROBLES,8.0,97,53879.0
ENTRE RIOS,TALA,5.0,96,31091.0
BUENOS AIRES,BARADERO,28.0,94,39223.0
SANTIAGO DEL ESTERO,LORETO,1.0,94,24047.0
BUENOS AIRES,LA COSTA,35.0,93,100400.0
BUENOS AIRES,LOBOS,31.0,93,41418.0
CATAMARCA,TINOGASTA,9.0,93,25254.0
BUENOS AIRES,SAN VICENTE,18.0,92,97929.0
JUJUY,LEDESMA,16.0,92,94132.0
TUCUMAN,YERBA BUENA,131.0,91,102589.0
BUENOS AIRES,VILLARINO,84.0,90,32552.0
BUENOS AIRES,GENERAL VILLEGAS,46.0,90,35055.0
BUENOS AIRES,SALADILLO,46.0,87,35423.0
SANTIAGO DEL ESTERO,GENERAL TABOADA,1.0,87,46304.0
TUCUMAN,LULES,65.0,86,93464.0
TUCUMAN,MONTEROS,41.0,85,77469.0
SANTIAGO DEL ESTERO,ALBERDI,8.0,84,20104.0
SAN JUAN,POCITO,68.0,83,72879.0
BUENOS AIRES,MARCOS PAZ,35.0,83,64761.0
MISIONES,MONTECARLO,27.0,83,38620.0
CORDOBA,MINAS,2.0,83,9267.0
CORDOBA,MINAS,2.0,83,4855.0
NEUQUEN,MINAS,1.0,83,9267.0
NEUQUEN,MINAS,1.0,83,4855.0
LA RIOJA,CHILECITO,59.0,82,58681.0
CORRIENTES,BELLA VISTA,23.0,82,44369.0
CHACO,INDEPENDENCIA,7.0,82,2399.0
CHACO,INDEPENDENCIA,7.0,82,21948.0
TUCUMAN,SIMOCA,4.0,82,36946.0
LA RIOJA,INDEPENDENCIA,0.0,82,21948.0
LA RIOJA,INDEPENDENCIA,0.0,82,2399.0
BUENOS AIRES,GENERAL ALVARADO,34.0,81,45307.0
SAN JUAN,CAUCETE,36.0,80,44017.0
FORMOSA,LAISHI,0.0,80,19275.0
CORRIENTES,MONTE CASEROS,22.0,79,45602.0
CHUBUT,CUSHAMEN,22.0,78,28099.0
BUENOS AIRES,LAS FLORES,11.0,74,27136.0
BUENOS AIRES,ENSENADA,49.0,73,63978.0
BUENOS AIRES,BRANDSEN,17.0,73,32350.0
CORRIENTES,PASO DE LOS LIBRES,36.0,72,56778.0
BUENOS AIRES,MAGDALENA,20.0,72,22653.0
CORDOBA,TULUMBA,3.0,72,14092.0
BUENOS AIRES,BRAGADO,34.0,71,46227.0
BUENOS AIRES,CARLOS CASARES,31.0,71,22905.0
CHACO,12 DE OCTUBRE,14.0,71,23179.0
MISIONES,CANDELARIA,11.0,71,34945.0
BUENOS AIRES,MAR CHIQUITA,9.0,71,32973.0
CORRIENTES,SALADAS,5.0,71,29126.0
CHACO,SARGENTO CABRAL,0.0,71,18696.0
BUENOS AIRES,GENERAL JUAN MADARIAGA,16.0,69,22566.0
LA RIOJA,ROSARIO VERA PEÑALOZA,1.0,69,15764.0
ENTRE RIOS,ISLAS DEL IBICUY,2.0,68,13984.0
JUJUY,HUMAHUACA,1.0,68,20877.0
BUENOS AIRES,RAMALLO,55.0,67,39648.0
BUENOS AIRES,SAN ANTONIO DE ARECO,32.0,67,26695.0
BUENOS AIRES,NAVARRO,13.0,67,19888.0
BUENOS AIRES,SALTO,68.0,66,39257.0
NEUQUEN,ZAPALA,36.0,65,45540.0
RIO NEGRO,SAN ANTONIO,26.0,65,35473.0
RIO NEGRO,SAN ANTONIO,26.0,65,6729.0
SANTIAGO DEL ESTERO,OJO DE AGUA,4.0,65,15008.0
TUCUMAN,TRANCAS,4.0,65,23438.0
JUJUY,SAN ANTONIO,0.0,65,35473.0
JUJUY,SAN ANTONIO,0.0,65,6729.0
BUENOS AIRES,ROJAS,55.0,64,25619.0
CHACO,GENERAL DONOVAN,2.0,64,15061.0
CORRIENTES,SAN LUIS DEL PALMAR,0.0,64,21381.0
SANTIAGO DEL ESTERO,SALAVINA,0.0,64,12775.0
MENDOZA,TUPUNGATO,181.0,63,41168.0
CORDOBA,TOTORAL,46.0,63,22473.0
ENTRE RIOS,FELICIANO,1.0,63,16717.0
FORMOSA,MATACOS,1.0,63,17017.0
TUCUMAN,GRANEROS,1.0,63,15539.0
BUENOS AIRES,ARRECIFES,33.0,61,32077.0
JUJUY,YAVI,2.0,61,25831.0
CORRIENTES,EMPEDRADO,4.0,60,17948.0
SANTIAGO DEL ESTERO,QUEBRACHOS,1.0,60,12336.0
BUENOS AIRES,SAAVEDRA,22.0,59,21407.0
BUENOS AIRES,RAUCH,3.0,58,16491.0
BUENOS AIRES,CORONEL DORREGO,2.0,57,15795.0
CATAMARCA,EL ALTO,2.0,57,4375.0
BUENOS AIRES,DAIREAUX,13.0,56,18328.0
BUENOS AIRES,DOLORES,3.0,56,31405.0
BUENOS AIRES,CARLOS TEJEDOR,2.0,56,14007.0
SALTA,ROSARIO DE LERMA,22.0,54,50961.0
BUENOS AIRES,CARMEN DE ARECO,21.0,54,17345.0
CORRIENTES,SAN COSME,5.0,54,19679.0
CORRIENTES,SAN ROQUE,2.0,54,22682.0
LA RIOJA,CHAMICAL,1.0,54,15630.0
BUENOS AIRES,TORNQUIST,8.0,53,14591.0
SANTA FE,GARAY,8.0,53,24853.0
BUENOS AIRES,MONTE,16.0,52,24616.0
JUJUY,COCHINOCA,2.0,52,14998.0
SALTA,ROSARIO DE LA FRONTERA,30.0,50,33750.0
BUENOS AIRES,GENERAL VIAMONTE,6.0,50,22530.0
BUENOS AIRES,ADOLFO GONZALES CHAVES,3.0,48,12847.0
SAN JUAN,CALINGASTA,12.0,47,10667.0
ENTRE RIOS,SAN SALVADOR,43.0,45,20786.0
BUENOS AIRES,VILLA GESELL,9.0,45,37325.0
BUENOS AIRES,GENERAL LAS HERAS,27.0,44,17980.0
BUENOS AIRES,GENERAL ARENALES,19.0,44,16231.0
CATAMARCA,VALLE VIEJO,11.0,44,33951.0
NEUQUEN,HUILICHES,10.0,44,20853.0
BUENOS AIRES,GENERAL LA MADRID,0.0,44,11535.0
CATAMARCA,ANCASTI,0.0,44,3282.0
CHACO,LIBERTAD,11.0,43,13775.0
CORDOBA,POCHO,0.0,43,5070.0
BUENOS AIRES,PINAMAR,40.0,42,39224.0
CORRIENTES,SAUCE,3.0,42,10382.0
SANTIAGO DEL ESTERO,ATAMISQUI,0.0,42,14894.0
SAN JUAN,ANGACO,3.0,41,10172.0
BUENOS AIRES,LAPRIDA,1.0,41,11496.0
BUENOS AIRES,SUIPACHA,1.0,41,11736.0
TUCUMAN,LA COCHA,16.0,40,21196.0
LA RIOJA,FAMATINA,0.0,40,6984.0
NEUQUEN,PEHUENCHES,87.0,39,29721.0
BUENOS AIRES,GENERAL PINTO,10.0,39,12842.0
LA PAMPA,RANCUL,3.0,39,11090.0
LA RIOJA,ARAUCO,32.0,38,16251.0
BUENOS AIRES,ALBERTI,22.0,38,12906.0
SAN JUAN,IGLESIA,16.0,38,8826.0
CHACO,PRESIDENCIA DE LA PLAZA,1.0,38,13938.0
NEUQUEN,CHOS MALAL,1.0,37,18289.0
LA PAMPA,CONHELO,11.0,36,15094.0
SALTA,CERRILLOS,6.0,36,55713.0
SALTA,IRUYA,1.0,36,6116.0
RIO NEGRO,PILCANIYEU,0.0,36,9309.0
BUENOS AIRES,FLORENTINO AMEGHINO,16.0,35,10759.0
BUENOS AIRES,FLORENTINO AMEGHINO,16.0,35,1782.0
CHUBUT,FLORENTINO AMEGHINO,2.0,35,1782.0
CHUBUT,FLORENTINO AMEGHINO,2.0,35,10759.0
BUENOS AIRES,PUNTA INDIO,0.0,35,12161.0
CATAMARCA,AMBATO,0.0,35,5087.0
CHUBUT,GAIMAN,14.0,34,12505.0
JUJUY,TILCARA,0.0,34,14621.0
CHACO,2 DE ABRIL,9.0,33,8310.0
SAN LUIS,GOBERNADOR DUPUY,13.0,32,14334.0
RIO NEGRO,EL CUY,8.0,32,6960.0
BUENOS AIRES,CASTELLI,0.0,32,9551.0
BUENOS AIRES,PILA,0.0,32,4615.0
SANTA CRUZ,LAGO ARGENTINO,26.0,31,25384.0
SALTA,CHICOANA,7.0,31,24715.0
RIO NEGRO,PICHI MAHUIDA,11.0,28,16493.0
BUENOS AIRES,GENERAL LAVALLE,4.0,28,4846.0
BUENOS AIRES,LEZAMA,5.0,27,6170.0
NEUQUEN,AÑELO,46.0,26,18150.0
NEUQUEN,LOS LAGOS,12.0,26,15502.0
SALTA,CACHI,3.0,26,8928.0
BUENOS AIRES,SAN CAYETANO,2.0,26,8918.0
BUENOS AIRES,TRES LOMAS,1.0,26,9090.0
SANTIAGO DEL ESTERO,AGUIRRE,2.0,25,8959.0
CORDOBA,SOBREMONTE,1.0,25,4381.0
JUJUY,SANTA CATALINA,0.0,25,2641.0
SALTA,MOLINOS,13.0,24,5808.0
JUJUY,TUMBAYA,2.0,24,5298.0
NEUQUEN,PICUNCHES,0.0,24,8471.0
RIO NEGRO,VALCHETA,0.0,24,4300.0
SALTA,CAFAYATE,47.0,23,17822.0
RIO NEGRO,CONESA,0.0,23,7398.0
BUENOS AIRES,GENERAL GUIDO,2.0,22,3157.0
RIO NEGRO,ÑORQUINCO,1.0,22,1452.0
SANTA CRUZ,CORPEN AIKE,8.0,21,15035.0
LA RIOJA,SAN BLAS DE LOS SAUCES,2.0,21,4306.0
LA PAMPA,TOAY,0.0,21,17927.0
LA RIOJA,CASTRO BARROS,11.0,20,5810.0
JUJUY,RINCONADA,5.0,20,1797.0
BUENOS AIRES,MONTE HERMOSO,0.0,20,8444.0
SALTA,LA CALDERA,0.0,20,12246.0
JUJUY,SUSQUES,11.0,19,3966.0
SALTA,LA VIÑA,2.0,19,8888.0
SANTA CRUZ,LAGO BUENOS AIRES,35.0,18,12584.0
SALTA,LOS ANDES,24.0,18,7182.0
LA PAMPA,HUCAL,8.0,17,7713.0
LA PAMPA,TRENEL,4.0,17,5637.0
CHUBUT,TEHUELCHES,4.0,16,5947.0
SALTA,GUACHIPAS,0.0,15,3491.0
JUJUY,VALLE GRANDE,2.0,14,2490.0
SANTIAGO DEL ESTERO,MITRE,0.0,14,1440.0
SANTA CRUZ,MAGALLANES,30.0,13,12828.0
SAN JUAN,ZONDA,2.0,13,6674.0
BUENOS AIRES,TORDILLO,0.0,13,2528.0
SALTA,LA CANDELARIA,0.0,13,7182.0
CATAMARCA,ANTOFAGASTA DE LA SIERRA,8.0,12,1822.0
CHUBUT,LANGUIÑEO,0.0,12,2862.0
LA RIOJA,VINCHINA,0.0,12,2695.0
SALTA,LA POMA,0.0,12,1789.0
CHUBUT,GASTRE,0.0,10,1181.0
LA PAMPA,CHICAL CO,0.0,10,1461.0
LA RIOJA,GENERAL LAMADRID,1.0,9,1885.0
LA PAMPA,CALEU CALEU,5.0,8,2611.0
CHUBUT,PASO DE INDIOS,1.0,8,1882.0
CHUBUT,TELSEN,0.0,8,1608.0
LA PAMPA,CHALILEO,0.0,8,2868.0
LA PAMPA,LIMAY MAHUIDA,0.0,5,413.0
LA PAMPA,LIHUEL CALEL,0.0,4,428.0
LA RIOJA,SANAGASTA,0.0,3,2994.0
TIERRA DEL FUEGO,TOLHUIN,6.0,1,6027.0
BUENOS AIRES,BAHIA BLANCA,0.0,0,334505.0
BUENOS AIRES,BENITO JUAREZ,0.0,0,21185.0
BUENOS AIRES,BOLIVAR,0.0,0,37194.0
BUENOS AIRES,CAPITAN SARMIENTO,0.0,0,15882.0
BUENOS AIRES,COLON,0.0,0,74890.0
BUENOS AIRES,COLON,0.0,0,27406.0
BUENOS AIRES,COLON,0.0,0,294511.0
BUENOS AIRES,CORONEL DE MARINA L ROSALES,0.0,0,65823.0
BUENOS AIRES,CORONEL SUAREZ,0.0,0,41713.0
BUENOS AIRES,ESTEBAN ECHEVERRIA,0.0,0,337880.0
BUENOS AIRES,EXALTACION DE LA CRUZ,0.0,0,40036.0
BUENOS AIRES,GENERAL PUEYRREDON,0.0,0,660569.0
BUENOS AIRES,GENERAL RODRIGUEZ,0.0,0,142315.0
BUENOS AIRES,GENERAL SAN MARTIN,0.0,0,444503.0
BUENOS AIRES,GENERAL SAN MARTIN,0.0,0,5017.0
BUENOS AIRES,GENERAL SAN MARTIN,0.0,0,152397.0
BUENOS AIRES,GUAMINI,0.0,0,11662.0
BUENOS AIRES,HIPOLITO YRIGOYEN,0.0,0,10581.0
BUENOS AIRES,ITUZAINGO,0.0,0,177983.0
BUENOS AIRES,ITUZAINGO,0.0,0,38767.0
BUENOS AIRES,JOSE C. PAZ,0.0,0,326527.0
BUENOS AIRES,JUNIN,0.0,0,40289.0
BUENOS AIRES,JUNIN,0.0,0,46472.0
BUENOS AIRES,JUNIN,0.0,0,100964.0
BUENOS AIRES,LANUS,0.0,0,460081.0
BUENOS AIRES,LOBERIA,0.0,0,18106.0
BUENOS AIRES,LUJAN,0.0,0,110111.0
BUENOS AIRES,MAIPU,0.0,0,11253.0
BUENOS AIRES,MAIPU,0.0,0,218887.0
BUENOS AIRES,MAIPU,0.0,0,26354.0
BUENOS AIRES,MORON,0.0,0,329517.0
BUENOS AIRES,OLAVARRIA,0.0,0,122011.0
BUENOS AIRES,PEHUAJO,0.0,0,44594.0
BUENOS AIRES,PRESIDENTE PERON,0.0,0,101994.0
BUENOS AIRES,PUAN,0.0,0,16391.0
BUENOS AIRES,ROQUE PEREZ,0.0,0,13901.0
BUENOS AIRES,SALLIQUELO,0.0,0,9344.0
BUENOS AIRES,SAN ANDRES DE GILES,0.0,0,26399.0
BUENOS AIRES,SAN NICOLAS,0.0,0,166657.0
BUENOS AIRES,TAPALQUE,0.0,0,10695.0
BUENOS AIRES,VICENTE LOPEZ,0.0,0,280541.0
BUENOS AIRES,ZARATE,0.0,0,131415.0
CATAMARCA,ANDALGALA,0.0,0,19545.0
CATAMARCA,BELEN,0.0,0,30353.0
CATAMARCA,CAPAYAN,0.0,0,19471.0
CATAMARCA,FRAY MAMERTO ESQUIU,0.0,0,14624.0
CATAMARCA,PACLIN,0.0,0,4696.0
CATAMARCA,POMAN,0.0,0,12219.0
CATAMARCA,SANTA MARIA,0.0,0,26822.0
CATAMARCA,SANTA MARIA,0.0,0,139012.0
CHACO,1 DE MAYO,0.0,0,14265.0
CHACO,COMANDANTE FERNANDEZ,0.0,0,101086.0
CHACO,FRAY JUSTO SANTA MARIA DE ORO,0.0,0,10643.0
CHACO,GENERAL GUEMES,0.0,0,68429.0
CHACO,GENERAL GUEMES,0.0,0,55746.0
CHACO,LIBERTADOR GENERAL SAN MARTIN,0.0,0,4691.0
CHACO,LIBERTADOR GENERAL SAN MARTIN,0.0,0,52166.0
CHACO,LIBERTADOR GENERAL SAN MARTIN,0.0,0,65304.0
CHACO,MAIPU,0.0,0,218887.0
CHACO,MAIPU,0.0,0,26354.0
CHACO,MAIPU,0.0,0,11253.0
CHACO,MAYOR LUIS J FONTANA,0.0,0,59798.0
CHACO,O HIGGINS,0.0,0,21544.0
CHACO,TAPENAGA,0.0,0,4051.0
CHUBUT,FUTALEUFU,0.0,0,49965.0
CHUBUT,MARTIRES,0.0,0,744.0
CHUBUT,RIO SENGUER,0.0,0,6347.0
CORDOBA,COLON,0.0,0,74890.0
CORDOBA,COLON,0.0,0,27406.0
CORDOBA,COLON,0.0,0,294511.0
CORDOBA,GENERAL SAN MARTIN,0.0,0,152397.0
CORDOBA,GENERAL SAN MARTIN,0.0,0,444503.0
CORDOBA,GENERAL SAN MARTIN,0.0,0,5017.0
CORDOBA,ISCHILIN,0.0,0,36023.0
CORDOBA,JUAREZ CELMAN,0.0,0,68317.0
CORDOBA,MARCOS JUAREZ,0.0,0,107286.0
CORDOBA,PRESIDENTE ROQUE SAENZ PEÑA,0.0,0,37551.0
CORDOBA,RIO CUARTO,0.0,0,277979.0
CORDOBA,RIO PRIMERO,0.0,0,58181.0
CORDOBA,RIO SECO,0.0,0,15275.0
CORDOBA,RIO SEGUNDO,0.0,0,113311.0
CORDOBA,SANTA MARIA,0.0,0,139012.0
CORDOBA,SANTA MARIA,0.0,0,26822.0
CORDOBA,UNION,0.0,0,113635.0
CORRIENTES,BERON DE ASTRADA,0.0,0,2808.0
CORRIENTES,CONCEPCION,0.0,0,26270.0
CORRIENTES,CONCEPCION,0.0,0,10303.0
CORRIENTES,CURUZU CUATIA,0.0,0,51489.0
CORRIENTES,ITATI,0.0,0,11946.0
CORRIENTES,ITUZAINGO,0.0,0,38767.0
CORRIENTES,ITUZAINGO,0.0,0,177983.0
CORRIENTES,MBURUCUYA,0.0,0,11541.0
CORRIENTES,SAN MARTIN,0.0,0,11183.0
CORRIENTES,SAN MARTIN,0.0,0,139406.0
CORRIENTES,SAN MARTIN,0.0,0,67299.0
CORRIENTES,SAN MARTIN,0.0,0,15037.0
CORRIENTES,SAN MARTIN,0.0,0,15164.0
CORRIENTES,SANTO TOME,0.0,0,71922.0
ENTRE RIOS,COLON,0.0,0,27406.0
ENTRE RIOS,COLON,0.0,0,74890.0
ENTRE RIOS,COLON,0.0,0,294511.0
ENTRE RIOS,FEDERACION,0.0,0,78264.0
ENTRE RIOS,GUALEGUAYCHU,0.0,0,125176.0
ENTRE RIOS,NOGOYA,0.0,0,42954.0
ENTRE RIOS,PARANA,0.0,0,388716.0
FORMOSA,PILAGAS,0.0,0,19089.0
FORMOSA,PIRANE,0.0,0,72560.0
FORMOSA,RAMON LISTA,0.0,0,17678.0
JUJUY,DOCTOR MANUEL BELGRANO,0.0,0,319469.0
JUJUY,PALPALA,0.0,0,65522.0
JUJUY,SANTA BARBARA,0.0,0,20497.0
LA PAMPA,ATREUCO,0.0,0,11053.0
LA PAMPA,CATRILO,0.0,0,8225.0
LA PAMPA,CHAPALEUFU,0.0,0,12277.0
LA PAMPA,CURACO,0.0,0,1103.0
LA PAMPA,GUATRACHE,0.0,0,9397.0
LA PAMPA,LOVENTUE,0.0,0,9243.0
LA PAMPA,MARACO,0.0,0,69067.0
LA PAMPA,PUELEN,0.0,0,11636.0
LA PAMPA,QUEMU QUEMU,0.0,0,8404.0
LA PAMPA,REALICO,0.0,0,17356.0
LA PAMPA,UTRACAN,0.0,0,17686.0
LA RIOJA,CORONEL FELIPE VARELA,0.0,0,11371.0
LA RIOJA,GENERAL ANGEL V PEÑALOZA,0.0,0,3184.0
LA RIOJA,GENERAL JUAN F QUIROGA,0.0,0,4013.0
LA RIOJA,GENERAL OCAMPO,0.0,0,7347.0
LA RIOJA,GENERAL SAN MARTIN,0.0,0,444503.0
LA RIOJA,GENERAL SAN MARTIN,0.0,0,5017.0
LA RIOJA,GENERAL SAN MARTIN,0.0,0,152397.0
MENDOZA,GUAYMALLEN,0.0,0,320871.0
MENDOZA,JUNIN,0.0,0,40289.0
MENDOZA,JUNIN,0.0,0,100964.0
MENDOZA,JUNIN,0.0,0,46472.0
MENDOZA,LUJAN DE CUYO,0.0,0,171883.0
MENDOZA,MAIPU,0.0,0,26354.0
MENDOZA,MAIPU,0.0,0,11253.0
MENDOZA,MAIPU,0.0,0,218887.0
MENDOZA,MALARGUE,0.0,0,32596.0
MENDOZA,SAN MARTIN,0.0,0,15037.0
MENDOZA,SAN MARTIN,0.0,0,11183.0
MENDOZA,SAN MARTIN,0.0,0,139406.0
MENDOZA,SAN MARTIN,0.0,0,67299.0
MENDOZA,SAN MARTIN,0.0,0,15164.0
MENDOZA,TUNUYAN,0.0,0,59972.0
MISIONES,APOSTOLES,0.0,0,50503.0
MISIONES,CAINGUAS,0.0,0,59875.0
MISIONES,CONCEPCION,0.0,0,10303.0
MISIONES,CONCEPCION,0.0,0,26270.0
MISIONES,GUARANI,0.0,0,77075.0
MISIONES,IGUAZU,0.0,0,99838.0
MISIONES,LIBERTADOR GENERAL SAN MARTIN,0.0,0,65304.0
MISIONES,LIBERTADOR GENERAL SAN MARTIN,0.0,0,52166.0
MISIONES,LIBERTADOR GENERAL SAN MARTIN,0.0,0,4691.0
MISIONES,OBERA,0.0,0,120703.0
NEUQUEN,ALUMINE,0.0,0,10173.0
NEUQUEN,CATAN LIL,0.0,0,2641.0
NEUQUEN,COLLON CURA,0.0,0,4832.0
NEUQUEN,LACAR,0.0,0,39567.0
NEUQUEN,LONCOPUE,0.0,0,7696.0
NEUQUEN,PICUN LEUFU,0.0,0,5087.0
NEUQUEN,ÑORQUIN,0.0,0,5572.0
SALTA,GENERAL GUEMES,0.0,0,55746.0
SALTA,GENERAL GUEMES,0.0,0,68429.0
SALTA,GENERAL JOSE DE SAN MARTIN,0.0,0,177448.0
SALTA,METAN,0.0,0,48028.0
SALTA,ORAN,0.0,0,159715.0
SALTA,SANTA VICTORIA,0.0,0,9411.0
SAN JUAN,ALBARDON,0.0,0,31281.0
SAN JUAN,JACHAL,0.0,0,25269.0
SAN JUAN,SAN MARTIN,0.0,0,67299.0
SAN JUAN,SAN MARTIN,0.0,0,15164.0
SAN JUAN,SAN MARTIN,0.0,0,15037.0
SAN JUAN,SAN MARTIN,0.0,0,139406.0
SAN JUAN,SAN MARTIN,0.0,0,11183.0
SAN JUAN,SANTA LUCIA,0.0,0,62697.0
SAN JUAN,ULLUM,0.0,0,6454.0
SAN JUAN,VALLE FERTIL,0.0,0,8425.0
SAN LUIS,GENERAL JUAN MARTIN DE PUEYRREDON,0.0,0,260769.0
SAN LUIS,JUNIN,0.0,0,40289.0
SAN LUIS,JUNIN,0.0,0,46472.0
SAN LUIS,JUNIN,0.0,0,100964.0
SAN LUIS,LIBERTADOR GENERAL SAN MARTIN,0.0,0,4691.0
SAN LUIS,LIBERTADOR GENERAL SAN MARTIN,0.0,0,65304.0
SAN LUIS,LIBERTADOR GENERAL SAN MARTIN,0.0,0,52166.0
SANTA CRUZ,GUER AIKE,0.0,0,137309.0
SANTA CRUZ,RIO CHICO,0.0,0,6271.0
SANTA CRUZ,RIO CHICO,0.0,0,64927.0
SANTA FE,CONSTITUCION,0.0,0,93000.0
SANTA FE,GENERAL LOPEZ,0.0,0,200455.0
SANTA FE,SAN CRISTOBAL,0.0,0,72593.0
SANTA FE,SAN JERONIMO,0.0,0,84617.0
SANTA FE,SAN MARTIN,0.0,0,11183.0
SANTA FE,SAN MARTIN,0.0,0,139406.0
SANTA FE,SAN MARTIN,0.0,0,67299.0
SANTA FE,SAN MARTIN,0.0,0,15164.0
SANTA FE,SAN MARTIN,0.0,0,15037.0
SANTIAGO DEL ESTERO,GUASAYAN,0.0,0,9251.0
SANTIAGO DEL ESTERO,JIMENEZ,0.0,0,18622.0
SANTIAGO DEL ESTERO,JUAN F IBARRA,0.0,0,20567.0
SANTIAGO DEL ESTERO,RIO HONDO,0.0,0,66637.0
SANTIAGO DEL ESTERO,SAN MARTIN,0.0,0,15037.0
SANTIAGO DEL ESTERO,SAN MARTIN,0.0,0,11183.0
SANTIAGO DEL ESTERO,SAN MARTIN,0.0,0,139406.0
SANTIAGO DEL ESTERO,SAN MARTIN,0.0,0,67299.0
SANTIAGO DEL ESTERO,SAN MARTIN,0.0,0,15164.0
SANTIAGO DEL ESTERO,SILIPICA,0.0,0,9766.0
TUCUMAN,BURRUYACU,0.0,0,45459.0
TUCUMAN,FAMAILLA,0.0,0,42669.0
TUCUMAN,JUAN B ALBERDI,0.0,0,34745.0
TUCUMAN,RIO CHICO,0.0,0,6271.0
TUCUMAN,RIO CHICO,0.0,0,64927.0
TUCUMAN,TAFI DEL VALLE,0.0,0,22382.0
TUCUMAN,TAFI VIEJO,0.0,0,172877.0
